dish_id,restaurant_id,name,price,calories,protein_g,carb_g,fat_g,diet_tags,cuisine_type,food_category,rating,order_count,is_available,image_url
D0159,R15,Sushi Lớn,84000,958,42.7,118.3,34.9,"[""bulking"", ""high_protein""]",jp,main,4.1,223,True,https://loremflickr.com/400/300/sushi?lock=159
D0160,R15,Sushi Đặc biệt,74000,427,29.5,14.3,28.0,"[""low_carb"", ""healthy""]",jp,main,4.3,2776,True,https://loremflickr.com/400/300/sushi?lock=160
D0161,R10,Spring Rolls Mix,57000,286,35.6,22.0,6.2,"[""healthy""]",th,main,4.3,2865,True,https://loremflickr.com/400/300/springroll?lock=161
D0162,R10,Tom Yum Lớn,25000,890,40.3,104.2,34.7,"[""bulking"", ""high_protein""]",th,main,4.2,1737,True,https://loremflickr.com/400/300/tomyum?lock=162
D0163,R10,Tom Yum Nhỏ,62000,921,43.9,99.1,38.8,"[""bulking"", ""high_protein""]",th,main,4.5,4182,True,https://loremflickr.com/400/300/tomyum?lock=163
D0164,R10,Tom Yum Lớn,43000,379,38.9,5.0,22.6,"[""high_protein""]",th,main,4.0,1295,True,https://loremflickr.com/400/300/tomyum?lock=164
D0165,R10,Som Tum Đặc biệt,92000,908,46.1,109.4,31.8,"[""bulking"", ""high_protein""]",th,main,4.5,1539,True,https://loremflickr.com/400/300/somtum?lock=165
D0166,R10,Massaman Curry Lớn,27000,460,66.8,12.6,15.8,"[""low_carb"", ""healthy""]",th,main,4.8,4245,True,https://loremflickr.com/400/300/massaman?lock=166
D0167,R10,Green Curry Truyền thống,27000,420,43.8,33.7,12.2,"[""high_protein""]",th,main,4.5,2098,True,https://loremflickr.com/400/300/greencurry?lock=167
D0168,R10,Tom Yum Mix,209000,269,5.0,29.8,14.5,"[""eat_clean"", ""healthy""]",th,main,4.8,4677,True,https://loremflickr.com/400/300/tomyum?lock=168
D0169,R16,Mango Sticky Rice Mix,48000,997,56.2,146.5,20.7,"[""high_protein""]",th,main,4.2,490,True,https://loremflickr.com/400/300/mangostickyrice?lock=169
D0170,R16,Spring Rolls Lớn,47000,450,54.2,26.6,14.1,"[""eat_clean"", ""healthy""]",th,main,5.0,2004,True,https://loremflickr.com/400/300/springroll?lock=170
D0171,R16,Thai Fried Rice Truyền thống,59000,414,45.8,38.0,8.7,"[""healthy""]",th,main,4.8,4870,True,https://loremflickr.com/400/300/friedrice?lock=171
D0172,R16,Thai Fried Rice Truyền thống,57000,264,5.0,29.3,14.2,"[""eat_clean"", ""healthy""]",th,main,4.1,3071,True,https://loremflickr.com/400/300/friedrice?lock=172
D0173,R16,Satay Truyền thống,83000,959,38.1,167.5,15.3,"[""high_protein""]",th,main,4.8,2597,True,https://loremflickr.com/400/300/satay?lock=173
D0174,R16,Satay Truyền thống,227000,442,63.6,31.8,6.7,"[""eat_clean"", ""healthy""]",th,main,4.5,1912,True,https://loremflickr.com/400/300/satay?lock=174
D0175,R16,Som Tum Truyền thống,46000,677,100.6,10.7,25.8,"[""low_carb""]",th,main,4.8,2305,True,https://loremflickr.com/400/300/somtum?lock=175
D0176,R16,Tom Yum Lớn,29000,717,59.3,65.5,24.2,"[""high_protein""]",th,main,4.3,4727,True,https://loremflickr.com/400/300/tomyum?lock=176
D0177,R17,Tom Yum Truyền thống,38000,712,112.8,41.6,10.5,"[""healthy""]",th,main,4.9,4195,True,https://loremflickr.com/400/300/tomyum?lock=177
D0178,R17,Pad Thai Mix,30000,415,56.3,30.8,7.4,"[""healthy""]",th,main,4.3,3353,True,https://loremflickr.com/400/300/padthai?lock=178
D0179,R17,Mango Sticky Rice Truyền thống,93000,674,113.8,40.9,6.1,"[""healthy""]",th,main,4.5,3815,True,https://loremflickr.com/400/300/mangostickyrice?lock=179
D0180,R17,Pad Thai Lớn,133000,283,19.5,31.7,8.7,"[""healthy""]",th,main,4.3,984,True,https://loremflickr.com/400/300/padthai?lock=180
D0181,R17,Massaman Curry Đặc biệt,64000,450,50.1,32.5,13.3,"[""eat_clean"", ""healthy""]",th,main,4.6,1633,True,https://loremflickr.com/400/300/massaman?lock=181
D0182,R17,Som Tum Truyền thống,27000,280,35.5,20.8,6.1,"[""healthy""]",th,main,4.4,4671,True,https://loremflickr.com/400/300/somtum?lock=182
D0183,R17,Green Curry Đặc biệt,158000,352,5.0,33.0,22.3,"[""low_carb"", ""healthy""]",th,main,4.2,3996,True,https://loremflickr.com/400/300/greencurry?lock=183
D0184,R17,Pad Thai Mix,94000,371,5.0,39.8,21.4,"[""low_carb"", ""healthy""]",th,main,4.4,823,True,https://loremflickr.com/400/300/padthai?lock=184
D0185,R18,Tom Yum Nhỏ,212000,978,51.0,98.4,42.3,"[""bulking"", ""high_protein""]",th,main,4.3,2689,True,https://loremflickr.com/400/300/tomyum?lock=185
D0186,R18,Green Curry Lớn,25000,429,51.4,24.2,14.1,"[""healthy""]",th,main,4.4,2365,True,https://loremflickr.com/400/300/greencurry?lock=186
D0187,R18,Pad Thai Nhỏ,40000,1041,43.8,88.9,56.7,"[""bulking"", ""high_protein""]",th,main,4.5,2425,True,https://loremflickr.com/400/300/padthai?lock=187
D0188,R18,Tom Yum Truyền thống,169000,705,100.9,61.0,6.4,"[""healthy""]",th,main,4.4,1107,True,https://loremflickr.com/400/300/tomyum?lock=188
D0189,R18,Pad Thai Lớn,222000,908,40.8,107.1,35.1,"[""bulking"", ""high_protein""]",th,main,4.2,2976,True,https://loremflickr.com/400/300/padthai?lock=189
D0190,R18,Som Tum Đặc biệt,40000,921,141.1,69.4,8.8,"[""healthy""]",th,main,4.8,1637,True,https://loremflickr.com/400/300/somtum?lock=190
D0191,R18,Som Tum Mix,60000,443,41.8,23.7,20.1,"[""high_protein""]",th,main,4.9,2824,True,https://loremflickr.com/400/300/somtum?lock=191
D0192,R18,Mango Sticky Rice Đặc biệt,24000,408,43.1,5.0,24.0,"[""high_protein""]",th,main,4.9,107,True,https://loremflickr.com/400/300/mangostickyrice?lock=192
D0193,R19,Green Curry Truyền thống,171000,991,56.1,95.1,42.9,"[""bulking"", ""high_protein""]",th,main,4.3,1572,True,https://loremflickr.com/400/300/greencurry?lock=193
D0194,R19,Green Curry Nhỏ,22000,721,125.6,16.9,16.8,"[""low_carb""]",th,main,4.0,2297,True,https://loremflickr.com/400/300/greencurry?lock=194
D0195,R19,Satay Đặc biệt,36000,440,55.5,7.0,21.1,"[""high_protein""]",th,main,4.6,2699,True,https://loremflickr.com/400/300/satay?lock=195
D0196,R19,Green Curry Mix,93000,915,164.8,27.6,16.1,"[""low_carb""]",th,main,4.6,832,True,https://loremflickr.com/400/300/greencurry?lock=196
D0197,R19,Spring Rolls Lớn,41000,466,35.6,39.8,18.3,"[""low_carb"", ""healthy""]",th,main,4.4,1175,True,https://loremflickr.com/400/300/springroll?lock=197
D0198,R19,Satay Mix,34000,737,113.9,59.1,5.0,"[""eat_clean"", ""healthy""]",th,main,4.2,1050,True,https://loremflickr.com/400/300/satay?lock=198
D0199,R19,Satay Truyền thống,73000,286,37.7,5.0,12.8,"[""high_protein""]",th,main,4.1,4291,True,https://loremflickr.com/400/300/satay?lock=199
D0200,R19,Satay Nhỏ,74000,744,108.6,17.7,26.5,"[""low_carb""]",th,main,4.0,489,True,https://loremflickr.com/400/300/satay?lock=200
D0201,R14,Dumplings Đặc biệt,37000,972,36.3,98.9,47.9,"[""bulking"", ""high_protein""]",cn,main,4.2,1475,True,https://loremflickr.com/400/300/dumplings?lock=201
D0202,R14,Spring Rolls Nhỏ,15000,1027,57.9,106.9,40.8,"[""bulking"", ""high_protein""]",cn,main,4.9,343,True,https://loremflickr.com/400/300/springroll?lock=202
D0203,R14,Chow Mein Nhỏ,22000,691,100.4,51.9,9.1,"[""healthy""]",cn,main,4.1,2024,True,https://loremflickr.com/400/300/chowmein?lock=203
D0204,R14,Hot Pot Lớn,47000,928,47.6,113.2,31.7,"[""bulking"", ""high_protein""]",cn,main,4.7,2399,True,https://loremflickr.com/400/300/hotpot?lock=204
D0205,R14,Spring Rolls Mix,33000,922,153.5,25.0,23.1,"[""low_carb""]",cn,main,4.7,3879,True,https://loremflickr.com/400/300/springroll?lock=205
D0206,R14,Mapo Tofu Truyền thống,39000,1012,167.5,62.3,10.3,"[""eat_clean"", ""healthy""]",cn,main,4.6,3824,True,https://loremflickr.com/400/300/mapotofu?lock=206
D0207,R14,Baozi Mix,75000,985,174.4,54.8,7.6,"[""eat_clean"", ""healthy""]",cn,main,4.2,438,True,https://loremflickr.com/400/300/baozi?lock=207
D0208,R14,Baozi Mix,91000,980,46.5,86.2,49.9,"[""bulking"", ""high_protein""]",cn,main,4.2,4676,True,https://loremflickr.com/400/300/baozi?lock=208
D0209,R20,Wonton Nhỏ,20000,907,158.7,48.0,8.9,"[""healthy""]",cn,main,4.3,3425,True,https://loremflickr.com/400/300/wonton?lock=209
D0210,R20,Fried Rice Truyền thống,36000,255,5.0,35.2,10.5,"[""healthy""]",cn,main,4.6,4658,True,https://loremflickr.com/400/300/friedrice?lock=210
D0211,R20,Wonton Mix,50000,698,37.8,108.6,12.5,"[""high_protein""]",cn,main,4.5,4280,True,https://loremflickr.com/400/300/wonton?lock=211
D0212,R20,Baozi Truyền thống,40000,306,5.0,17.1,24.2,"[""low_carb"", ""healthy""]",cn,main,4.6,1736,True,https://loremflickr.com/400/300/baozi?lock=212
D0213,R20,Wonton Đặc biệt,87000,712,99.3,60.7,8.0,"[""eat_clean"", ""healthy""]",cn,main,4.3,1200,True,https://loremflickr.com/400/300/wonton?lock=213
D0214,R20,Wonton Truyền thống,217000,956,41.8,94.3,45.7,"[""bulking"", ""high_protein""]",cn,main,4.5,3092,True,https://loremflickr.com/400/300/wonton?lock=214
D0215,R20,Dim Sum Truyền thống,17000,928,153.9,33.9,19.6,"[""low_carb""]",cn,main,4.6,1872,True,https://loremflickr.com/400/300/dimsum?lock=215
D0216,R20,Mapo Tofu Nhỏ,64000,749,45.6,96.2,20.2,"[""high_protein""]",cn,main,4.8,1986,True,https://loremflickr.com/400/300/mapotofu?lock=216
D0217,R21,Wonton Truyền thống,143000,442,46.4,19.5,19.8,"[""high_protein""]",cn,main,4.7,2368,True,https://loremflickr.com/400/300/wonton?lock=217
D0218,R21,Chow Mein Lớn,119000,412,10.1,27.0,29.3,"[""low_carb"", ""healthy""]",cn,main,4.6,680,True,https://loremflickr.com/400/300/chowmein?lock=218
D0219,R21,Wonton Mix,126000,676,78.6,25.2,29.0,"[""low_carb""]",cn,main,4.9,2748,True,https://loremflickr.com/400/300/wonton?lock=219
D0220,R21,Dim Sum Mix,29000,952,55.8,104.3,34.6,"[""bulking"", ""high_protein""]",cn,main,4.3,4984,True,https://loremflickr.com/400/300/dimsum?lock=220
D0221,R21,Mapo Tofu Đặc biệt,35000,245,8.0,31.2,9.8,"[""eat_clean"", ""healthy""]",cn,main,4.8,445,True,https://loremflickr.com/400/300/mapotofu?lock=221
D0222,R21,Baozi Truyền thống,169000,405,57.2,5.0,17.4,"[""high_protein""]",cn,main,4.5,1781,True,https://loremflickr.com/400/300/baozi?lock=222
D0223,R21,Fried Rice Truyền thống,236000,1004,38.2,166.9,20.4,"[""high_protein""]",cn,main,4.6,1326,True,https://loremflickr.com/400/300/friedrice?lock=223
D0224,R21,Spring Rolls Mix,213000,678,95.0,49.2,11.3,"[""eat_clean"", ""healthy""]",cn,main,4.4,3719,True,https://loremflickr.com/400/300/springroll?lock=224
D0225,R22,Spring Rolls Nhỏ,23000,450,62.9,20.1,13.1,"[""eat_clean"", ""healthy""]",cn,main,4.4,2079,True,https://loremflickr.com/400/300/springroll?lock=225
D0226,R22,Dumplings Đặc biệt,134000,654,37.5,86.0,17.8,"[""high_protein""]",cn,main,4.8,2871,True,https://loremflickr.com/400/300/dumplings?lock=226
D0227,R22,Wonton Nhỏ,80000,911,144.0,55.8,12.5,"[""healthy""]",cn,main,4.8,4478,True,https://loremflickr.com/400/300/wonton?lock=227
D0228,R22,Hot Pot Đặc biệt,22000,995,54.0,161.4,14.8,"[""high_protein""]",cn,main,4.4,940,True,https://loremflickr.com/400/300/hotpot?lock=228
D0229,R22,Peking Duck Mix,23000,962,171.1,51.6,7.9,"[""eat_clean"", ""healthy""]",cn,main,5.0,3176,True,https://loremflickr.com/400/300/pekingduck?lock=229
D0230,R22,Wonton Nhỏ,186000,961,160.3,32.7,21.0,"[""low_carb""]",cn,main,4.5,583,True,https://loremflickr.com/400/300/wonton?lock=230
D0231,R22,Dim Sum Nhỏ,17000,302,5.0,43.9,11.9,"[""eat_clean"", ""healthy""]",cn,main,4.9,3002,True,https://loremflickr.com/400/300/dimsum?lock=231
D0232,R22,Fried Rice Mix,24000,411,5.0,35.7,27.7,"[""low_carb"", ""healthy""]",cn,main,4.8,599,True,https://loremflickr.com/400/300/friedrice?lock=232
D0233,R23,Chow Mein Nhỏ,32000,861,44.6,112.5,25.8,"[""bulking"", ""high_protein""]",cn,main,4.5,3732,True,https://loremflickr.com/400/300/chowmein?lock=233
D0234,R23,Wonton Mix,149000,1019,184.2,45.2,11.2,"[""eat_clean"", ""healthy""]",cn,main,4.8,363,True,https://loremflickr.com/400/300/wonton?lock=234
D0235,R23,Baozi Truyền thống,19000,881,36.1,116.4,30.1,"[""bulking"", ""high_protein""]",cn,main,4.9,464,True,https://loremflickr.com/400/300/baozi?lock=235
D0236,R23,Mapo Tofu Lớn,28000,680,90.2,63.3,7.4,"[""eat_clean"", ""healthy""]",cn,main,4.4,2336,True,https://loremflickr.com/400/300/mapotofu?lock=236
D0237,R23,Dim Sum Mix,249000,1047,197.9,45.6,8.1,"[""healthy""]",cn,main,4.1,1431,True,https://loremflickr.com/400/300/dimsum?lock=237
D0238,R23,Fried Rice Lớn,150000,426,56.6,38.5,5.1,"[""healthy""]",cn,main,4.6,4825,True,https://loremflickr.com/400/300/friedrice?lock=238
D0239,R23,Spring Rolls Nhỏ,62000,922,53.6,94.3,36.7,"[""bulking"", ""high_protein""]",cn,main,4.0,645,True,https://loremflickr.com/400/300/springroll?lock=239
D0240,R23,Chow Mein Lớn,65000,494,43.6,18.4,27.3,"[""low_carb"", ""healthy""]",cn,main,4.7,2385,True,https://loremflickr.com/400/300/chowmein?lock=240
D0241,R15,Popcorn Chicken Nhỏ,78000,274,24.0,21.0,10.5,"[""healthy""]",tw,main,4.1,3334,True,https://loremflickr.com/400/300/popcornchicken?lock=241
D0242,R15,Lu Rou Fan Truyền thống,29000,892,58.6,89.7,33.3,"[""bulking"", ""high_protein""]",tw,main,4.5,4926,True,https://loremflickr.com/400/300/luroufan?lock=242
D0243,R15,Oyster Omelet Mix,80000,932,36.5,116.0,35.8,"[""bulking"", ""high_protein""]",tw,main,5.0,3904,True,https://loremflickr.com/400/300/oysteromelet?lock=243
D0244,R15,Scallion Pancake Lớn,49000,330,54.7,5.0,10.2,"[""high_protein""]",tw,main,4.8,2654,True,https://loremflickr.com/400/300/pajeon?lock=244
D0245,R15,Lu Rou Fan Mix,78000,1020,54.4,113.5,38.7,"[""bulking"", ""high_protein""]",tw,main,4.1,4502,True,https://loremflickr.com/400/300/luroufan?lock=245
D0246,R15,Pineapple Cake Truyền thống,28000,462,26.3,38.2,22.7,"[""low_carb"", ""healthy""]",tw,main,4.8,2055,True,https://loremflickr.com/400/300/pineapplecake?lock=246
D0247,R15,Gua Bao Đặc biệt,21000,411,36.6,38.2,12.4,"[""high_protein""]",tw,main,4.6,2711,True,https://loremflickr.com/400/300/guabao?lock=247
D0248,R15,Scallion Pancake Truyền thống,200000,289,5.0,34.8,14.4,"[""eat_clean"", ""healthy""]",tw,main,4.9,4681,True,https://loremflickr.com/400/300/pajeon?lock=248
D0249,R24,Gua Bao Truyền thống,36000,1004,59.4,157.9,15.1,"[""high_protein""]",tw,main,4.8,3062,True,https://loremflickr.com/400/300/guabao?lock=249
D0250,R24,Pineapple Cake Đặc biệt,30000,427,35.6,39.7,14.0,"[""eat_clean"", ""healthy""]",tw,main,4.9,176,True,https://loremflickr.com/400/300/pineapplecake?lock=250
D0251,R24,Popcorn Chicken Truyền thống,89000,450,57.9,41.9,5.6,"[""healthy""]",tw,main,4.7,1038,True,https://loremflickr.com/400/300/popcornchicken?lock=251
D0252,R24,Scallion Pancake Lớn,81000,284,5.0,36.3,13.2,"[""eat_clean"", ""healthy""]",tw,main,4.3,1226,True,https://loremflickr.com/400/300/pajeon?lock=252
D0253,R24,Beef Noodle Lớn,84000,1001,52.2,174.8,10.3,"[""high_protein""]",tw,main,4.2,112,True,https://loremflickr.com/400/300/beefnoodle?lock=253
D0254,R24,Gua Bao Nhỏ,112000,450,63.5,33.4,6.9,"[""eat_clean"", ""healthy""]",tw,main,4.2,1002,True,https://loremflickr.com/400/300/guabao?lock=254
D0255,R24,Scallion Pancake Lớn,50000,671,95.6,19.8,23.3,"[""low_carb""]",tw,main,4.2,770,True,https://loremflickr.com/400/300/pajeon?lock=255
D0256,R24,Popcorn Chicken Truyền thống,27000,722,41.9,96.3,18.8,"[""high_protein""]",tw,main,4.6,1745,True,https://loremflickr.com/400/300/popcornchicken?lock=256
D0257,R25,Scallion Pancake Đặc biệt,31000,717,87.0,62.5,13.2,"[""healthy""]",tw,main,4.1,1890,True,https://loremflickr.com/400/300/pajeon?lock=257
D0258,R25,Iron Egg Truyền thống,37000,408,55.4,27.1,8.7,"[""healthy""]",tw,main,4.6,4827,True,https://loremflickr.com/400/300/ironegg?lock=258
D0259,R25,Iron Egg Truyền thống,91000,703,94.5,59.2,9.8,"[""healthy""]",tw,main,4.8,1980,True,https://loremflickr.com/400/300/ironegg?lock=259
D0260,R25,Scallion Pancake Mix,154000,278,10.2,36.2,10.3,"[""healthy""]",tw,main,4.7,2865,True,https://loremflickr.com/400/300/pajeon?lock=260
D0261,R25,Bubble Tea Mix,89000,450,46.6,35.4,13.6,"[""eat_clean"", ""healthy""]",tw,main,4.5,259,True,https://loremflickr.com/400/300/bubbletea?lock=261
D0262,R25,Pineapple Cake Truyền thống,15000,258,5.5,36.1,10.2,"[""healthy""]",tw,main,4.2,4975,True,https://loremflickr.com/400/300/pineapplecake?lock=262
D0263,R25,Oyster Omelet Mix,232000,288,5.0,26.5,18.1,"[""low_carb"", ""healthy""]",tw,main,4.2,189,True,https://loremflickr.com/400/300/oysteromelet?lock=263
D0264,R25,Oyster Omelet Lớn,81000,381,5.0,28.1,27.7,"[""low_carb"", ""healthy""]",tw,main,4.5,375,True,https://loremflickr.com/400/300/oysteromelet?lock=264
D0265,R26,Oyster Omelet Đặc biệt,181000,948,45.2,95.1,43.0,"[""bulking"", ""high_protein""]",tw,main,4.4,3399,True,https://loremflickr.com/400/300/oysteromelet?lock=265
D0266,R26,Lu Rou Fan Lớn,25000,450,37.0,43.1,14.4,"[""healthy""]",tw,main,4.1,3545,True,https://loremflickr.com/400/300/luroufan?lock=266
D0267,R26,Iron Egg Nhỏ,38000,989,56.1,109.3,36.4,"[""bulking"", ""high_protein""]",tw,main,5.0,741,True,https://loremflickr.com/400/300/ironegg?lock=267
D0268,R26,Oyster Omelet Mix,244000,679,95.8,54.5,8.7,"[""healthy""]",tw,main,4.5,1103,True,https://loremflickr.com/400/300/oysteromelet?lock=268
D0269,R26,Iron Egg Nhỏ,154000,964,59.0,117.6,28.6,"[""bulking"", ""high_protein""]",tw,main,4.9,2782,True,https://loremflickr.com/400/300/ironegg?lock=269
D0270,R26,Pineapple Cake Mix,40000,960,160.9,60.5,8.3,"[""healthy""]",tw,main,4.5,3571,True,https://loremflickr.com/400/300/pineapplecake?lock=270
D0271,R26,Gua Bao Lớn,61000,473,47.0,29.9,18.4,"[""high_protein""]",tw,main,4.6,4515,True,https://loremflickr.com/400/300/guabao?lock=271
D0272,R26,Oyster Omelet Đặc biệt,25000,345,55.0,5.0,11.7,"[""high_protein""]",tw,main,4.4,1366,True,https://loremflickr.com/400/300/oysteromelet?lock=272
D0273,R27,Oyster Omelet Mix,171000,920,36.0,113.8,35.6,"[""bulking"", ""high_protein""]",tw,main,4.5,2851,True,https://loremflickr.com/400/300/oysteromelet?lock=273
D0274,R27,Popcorn Chicken Nhỏ,28000,711,100.2,35.6,18.7,"[""low_carb""]",tw,main,4.5,594,True,https://loremflickr.com/400/300/popcornchicken?lock=274
D0275,R27,Gua Bao Đặc biệt,43000,464,35.1,29.2,23.0,"[""high_protein""]",tw,main,4.6,3727,True,https://loremflickr.com/400/300/guabao?lock=275
D0276,R27,Bubble Tea Truyền thống,83000,977,183.2,21.5,17.6,"[""low_carb""]",tw,main,4.2,3165,True,https://loremflickr.com/400/300/bubbletea?lock=276
D0277,R27,Pineapple Cake Nhỏ,37000,460,30.3,27.6,25.4,"[""low_carb"", ""healthy""]",tw,main,4.8,3877,True,https://loremflickr.com/400/300/pineapplecake?lock=277
D0278,R27,Stinky Tofu Truyền thống,36000,685,106.6,42.0,10.0,"[""eat_clean"", ""healthy""]",tw,main,4.5,2676,True,https://loremflickr.com/400/300/stinkytofu?lock=278
D0279,R27,Bubble Tea Đặc biệt,74000,354,46.5,5.0,16.5,"[""high_protein""]",tw,main,4.0,3728,True,https://loremflickr.com/400/300/bubbletea?lock=279
D0280,R27,Stinky Tofu Đặc biệt,77000,748,100.1,24.8,27.6,"[""low_carb""]",tw,main,4.2,2807,True,https://loremflickr.com/400/300/stinkytofu?lock=280
